reservoir_name,distlabel,district,basin,date,storage_bcm,month,day,year,year_completed,river,location,type,height_m,length_m,volume_content_103m3,gross_storage_capacity_103m3,reservoir_area_103m2,effective_storage_capacity_103m3,purpose,designed_spillway_capacity_m3_s,x,gross_storage_capacity_109m3,effective_storage_capacity_109m3,lat,long,drought
Upper TapiHatnur Reservoir,Jalgaon - High drought risk,Jalgaon,TAPI,2015-01-01,0.26,1,1,2015,1982,Tapi,"Jalgaon, Bhusawal",Earthfill,25.5,2580,3850,388000.00,48160,255000.00,Irrigation,26415,NA,0.388,0.255,21.0727972,75.9456968,High drought risk
Upper TapiHatnur Reservoir,Jalgaon - High drought risk,Jalgaon,TAPI,2015-02-01,0.23,2,1,2015,1982,Tapi,"Jalgaon, Bhusawal",Earthfill,25.5,2580,3850,388000.00,48160,255000.00,Irrigation,26415,NA,0.388,0.255,21.0727972,75.9456968,High drought risk
Upper TapiHatnur Reservoir,Jalgaon - High drought risk,Jalgaon,TAPI,2015-03-01,0.23,3,1,2015,1982,Tapi,"Jalgaon, Bhusawal",Earthfill,25.5,2580,3850,388000.00,48160,255000.00,Irrigation,26415,NA,0.388,0.255,21.0727972,75.9456968,High drought risk
Upper TapiHatnur Reservoir,Jalgaon - High drought risk,Jalgaon,TAPI,2015-04-01,0.21,4,1,2015,1982,Tapi,"Jalgaon, Bhusawal",Earthfill,25.5,2580,3850,388000.00,48160,255000.00,Irrigation,26415,NA,0.388,0.255,21.0727972,75.9456968,High drought risk
Upper TapiHatnur Reservoir,Jalgaon - High drought risk,Jalgaon,TAPI,2015-05-01,0.15,5,1,2015,1982,Tapi,"Jalgaon, Bhusawal",Earthfill,25.5,2580,3850,388000.00,48160,255000.00,Irrigation,26415,NA,0.388,0.255,21.0727972,75.9456968,High drought risk
Upper TapiHatnur Reservoir,Jalgaon - High drought risk,Jalgaon,TAPI,2015-06-01,0.05,6,1,2015,1982,Tapi,"Jalgaon, Bhusawal",Earthfill,25.5,2580,3850,388000.00,48160,255000.00,Irrigation,26415,NA,0.388,0.255,21.0727972,75.9456968,High drought risk
Upper TapiHatnur Reservoir,Jalgaon - High drought risk,Jalgaon,TAPI,2015-07-01,0.12,7,1,2015,1982,Tapi,"Jalgaon, Bhusawal",Earthfill,25.5,2580,3850,388000.00,48160,255000.00,Irrigation,26415,NA,0.388,0.255,21.0727972,75.9456968,High drought risk
Upper TapiHatnur Reservoir,Jalgaon - High drought risk,Jalgaon,TAPI,2015-08-01,0.16,8,1,2015,1982,Tapi,"Jalgaon, Bhusawal",Earthfill,25.5,2580,3850,388000.00,48160,255000.00,Irrigation,26415,NA,0.388,0.255,21.0727972,75.9456968,High drought risk
Upper TapiHatnur Reservoir,Jalgaon - High drought risk,Jalgaon,TAPI,2015-09-01,0.25,9,1,2015,1982,Tapi,"Jalgaon, Bhusawal",Earthfill,25.5,2580,3850,388000.00,48160,255000.00,Irrigation,26415,NA,0.388,0.255,21.0727972,75.9456968,High drought risk
Upper TapiHatnur Reservoir,Jalgaon - High drought risk,Jalgaon,TAPI,2015-10-01,0.26,10,1,2015,1982,Tapi,"Jalgaon, Bhusawal",Earthfill,25.5,2580,3850,388000.00,48160,255000.00,Irrigation,26415,NA,0.388,0.255,21.0727972,75.9456968,High drought risk
Upper TapiHatnur Reservoir,Jalgaon - High drought risk,Jalgaon,TAPI,2015-11-01,0.23,11,1,2015,1982,Tapi,"Jalgaon, Bhusawal",Earthfill,25.5,2580,3850,388000.00,48160,255000.00,Irrigation,26415,NA,0.388,0.255,21.0727972,75.9456968,High drought risk
Upper TapiHatnur Reservoir,Jalgaon - High drought risk,Jalgaon,TAPI,2015-12-01,0.19,12,1,2015,1982,Tapi,"Jalgaon, Bhusawal",Earthfill,25.5,2580,3850,388000.00,48160,255000.00,Irrigation,26415,NA,0.388,0.255,21.0727972,75.9456968,High drought risk
Isapur Reservoir,Aurangabad - Low drought risk,Aurangabad,GODAVARI,2015-01-01,0.45,1,1,2015,1982,Penganga,Nanded,Earthfill,57,4120.1,11216,1254000.00,NA,951000.00,Irrigation,10480,NA,1.254,0.951,19.727953,77.43668,Low drought risk
Isapur Reservoir,Aurangabad - Low drought risk,Aurangabad,GODAVARI,2015-02-01,0.35,2,1,2015,1982,Penganga,Nanded,Earthfill,57,4120.1,11216,1254000.00,NA,951000.00,Irrigation,10480,NA,1.254,0.951,19.727953,77.43668,Low drought risk
Isapur Reservoir,Aurangabad - Low drought risk,Aurangabad,GODAVARI,2015-03-01,0.29,3,1,2015,1982,Penganga,Nanded,Earthfill,57,4120.1,11216,1254000.00,NA,951000.00,Irrigation,10480,NA,1.254,0.951,19.727953,77.43668,Low drought risk
Isapur Reservoir,Aurangabad - Low drought risk,Aurangabad,GODAVARI,2015-04-01,0.23,4,1,2015,1982,Penganga,Nanded,Earthfill,57,4120.1,11216,1254000.00,NA,951000.00,Irrigation,10480,NA,1.254,0.951,19.727953,77.43668,Low drought risk
Isapur Reservoir,Aurangabad - Low drought risk,Aurangabad,GODAVARI,2015-05-01,0.14,5,1,2015,1982,Penganga,Nanded,Earthfill,57,4120.1,11216,1254000.00,NA,951000.00,Irrigation,10480,NA,1.254,0.951,19.727953,77.43668,Low drought risk
Isapur Reservoir,Aurangabad - Low drought risk,Aurangabad,GODAVARI,2015-06-01,0.21,6,1,2015,1982,Penganga,Nanded,Earthfill,57,4120.1,11216,1254000.00,NA,951000.00,Irrigation,10480,NA,1.254,0.951,19.727953,77.43668,Low drought risk
Isapur Reservoir,Aurangabad - Low drought risk,Aurangabad,GODAVARI,2015-07-01,0.17,7,1,2015,1982,Penganga,Nanded,Earthfill,57,4120.1,11216,1254000.00,NA,951000.00,Irrigation,10480,NA,1.254,0.951,19.727953,77.43668,Low drought risk
Isapur Reservoir,Aurangabad - Low drought risk,Aurangabad,GODAVARI,2015-08-01,0.25,8,1,2015,1982,Penganga,Nanded,Earthfill,57,4120.1,11216,1254000.00,NA,951000.00,Irrigation,10480,NA,1.254,0.951,19.727953,77.43668,Low drought risk
Isapur Reservoir,Aurangabad - Low drought risk,Aurangabad,GODAVARI,2015-09-01,0.34,9,1,2015,1982,Penganga,Nanded,Earthfill,57,4120.1,11216,1254000.00,NA,951000.00,Irrigation,10480,NA,1.254,0.951,19.727953,77.43668,Low drought risk
Isapur Reservoir,Aurangabad - Low drought risk,Aurangabad,GODAVARI,2015-10-01,0.35,10,1,2015,1982,Penganga,Nanded,Earthfill,57,4120.1,11216,1254000.00,NA,951000.00,Irrigation,10480,NA,1.254,0.951,19.727953,77.43668,Low drought risk
Isapur Reservoir,Aurangabad - Low drought risk,Aurangabad,GODAVARI,2015-11-01,0.28,11,1,2015,1982,Penganga,Nanded,Earthfill,57,4120.1,11216,1254000.00,NA,951000.00,Irrigation,10480,NA,1.254,0.951,19.727953,77.43668,Low drought risk
Isapur Reservoir,Aurangabad - Low drought risk,Aurangabad,GODAVARI,2015-12-01,0.21,12,1,2015,1982,Penganga,Nanded,Earthfill,57,4120.1,11216,1254000.00,NA,951000.00,Irrigation,10480,NA,1.254,0.951,19.727953,77.43668,Low drought risk
Bhatsa,Thane - Low drought risk,Thane,WEST FLOWING RIVERS FROM TAPI TO TADRI,2015-01-01,0.62,1,1,2015,1983,Bhatsa,"Thane, Shahapur",EarthfillGravity,88.5,959,18250,976150.00,2725,942115.00,Irrigation & Water supply,5342,NA,0.97615,0.942115,19.512858,73.41786,Low drought risk
Bhatsa,Thane - Low drought risk,Thane,WEST FLOWING RIVERS FROM TAPI TO TADRI,2015-02-01,0.55,2,1,2015,1983,Bhatsa,"Thane, Shahapur",EarthfillGravity,88.5,959,18250,976150.00,2725,942115.00,Irrigation & Water supply,5342,NA,0.97615,0.942115,19.512858,73.41786,Low drought risk
Bhatsa,Thane - Low drought risk,Thane,WEST FLOWING RIVERS FROM TAPI TO TADRI,2015-03-01,0.46,3,1,2015,1983,Bhatsa,"Thane, Shahapur",EarthfillGravity,88.5,959,18250,976150.00,2725,942115.00,Irrigation & Water supply,5342,NA,0.97615,0.942115,19.512858,73.41786,Low drought risk
Bhatsa,Thane - Low drought risk,Thane,WEST FLOWING RIVERS FROM TAPI TO TADRI,2015-04-01,0.4,4,1,2015,1983,Bhatsa,"Thane, Shahapur",EarthfillGravity,88.5,959,18250,976150.00,2725,942115.00,Irrigation & Water supply,5342,NA,0.97615,0.942115,19.512858,73.41786,Low drought risk
Bhatsa,Thane - Low drought risk,Thane,WEST FLOWING RIVERS FROM TAPI TO TADRI,2015-05-01,0.28,5,1,2015,1983,Bhatsa,"Thane, Shahapur",EarthfillGravity,88.5,959,18250,976150.00,2725,942115.00,Irrigation & Water supply,5342,NA,0.97615,0.942115,19.512858,73.41786,Low drought risk
Bhatsa,Thane - Low drought risk,Thane,WEST FLOWING RIVERS FROM TAPI TO TADRI,2015-06-01,0.33,6,1,2015,1983,Bhatsa,"Thane, Shahapur",EarthfillGravity,88.5,959,18250,976150.00,2725,942115.00,Irrigation & Water supply,5342,NA,0.97615,0.942115,19.512858,73.41786,Low drought risk
Bhatsa,Thane - Low drought risk,Thane,WEST FLOWING RIVERS FROM TAPI TO TADRI,2015-07-01,0.55,7,1,2015,1983,Bhatsa,"Thane, Shahapur",EarthfillGravity,88.5,959,18250,976150.00,2725,942115.00,Irrigation & Water supply,5342,NA,0.97615,0.942115,19.512858,73.41786,Low drought risk
Bhatsa,Thane - Low drought risk,Thane,WEST FLOWING RIVERS FROM TAPI TO TADRI,2015-08-01,0.66,8,1,2015,1983,Bhatsa,"Thane, Shahapur",EarthfillGravity,88.5,959,18250,976150.00,2725,942115.00,Irrigation & Water supply,5342,NA,0.97615,0.942115,19.512858,73.41786,Low drought risk
Bhatsa,Thane - Low drought risk,Thane,WEST FLOWING RIVERS FROM TAPI TO TADRI,2015-09-01,0.76,9,1,2015,1983,Bhatsa,"Thane, Shahapur",EarthfillGravity,88.5,959,18250,976150.00,2725,942115.00,Irrigation & Water supply,5342,NA,0.97615,0.942115,19.512858,73.41786,Low drought risk
Bhatsa,Thane - Low drought risk,Thane,WEST FLOWING RIVERS FROM TAPI TO TADRI,2015-10-01,0.74,10,1,2015,1983,Bhatsa,"Thane, Shahapur",EarthfillGravity,88.5,959,18250,976150.00,2725,942115.00,Irrigation & Water supply,5342,NA,0.97615,0.942115,19.512858,73.41786,Low drought risk
Bhatsa,Thane - Low drought risk,Thane,WEST FLOWING RIVERS FROM TAPI TO TADRI,2015-11-01,0.68,11,1,2015,1983,Bhatsa,"Thane, Shahapur",EarthfillGravity,88.5,959,18250,976150.00,2725,942115.00,Irrigation & Water supply,5342,NA,0.97615,0.942115,19.512858,73.41786,Low drought risk
Bhatsa,Thane - Low drought risk,Thane,WEST FLOWING RIVERS FROM TAPI TO TADRI,2015-12-01,0.62,12,1,2015,1983,Bhatsa,"Thane, Shahapur",EarthfillGravity,88.5,959,18250,976150.00,2725,942115.00,Irrigation & Water supply,5342,NA,0.97615,0.942115,19.512858,73.41786,Low drought risk
Koyana/Shivaji Sagar,Pune - Low drought risk,Pune,KRISHNA,2015-01-01,1.99,1,1,2015,1964,Koyna,Patan,Gravity,103,805,1555,2797400.00,11535,2640000.00,Hydroelectricity,3883,NA,2.7974,2.64,17.402717,73.750081,Low drought risk
Koyana/Shivaji Sagar,Pune - Low drought risk,Pune,KRISHNA,2015-02-01,1.83,2,1,2015,1964,Koyna,Patan,Gravity,103,805,1555,2797400.00,11535,2640000.00,Hydroelectricity,3883,NA,2.7974,2.64,17.402717,73.750081,Low drought risk
Koyana/Shivaji Sagar,Pune - Low drought risk,Pune,KRISHNA,2015-03-01,1.61,3,1,2015,1964,Koyna,Patan,Gravity,103,805,1555,2797400.00,11535,2640000.00,Hydroelectricity,3883,NA,2.7974,2.64,17.402717,73.750081,Low drought risk
Koyana/Shivaji Sagar,Pune - Low drought risk,Pune,KRISHNA,2015-04-01,1.27,4,1,2015,1964,Koyna,Patan,Gravity,103,805,1555,2797400.00,11535,2640000.00,Hydroelectricity,3883,NA,2.7974,2.64,17.402717,73.750081,Low drought risk
Koyana/Shivaji Sagar,Pune - Low drought risk,Pune,KRISHNA,2015-05-01,0.67,5,1,2015,1964,Koyna,Patan,Gravity,103,805,1555,2797400.00,11535,2640000.00,Hydroelectricity,3883,NA,2.7974,2.64,17.402717,73.750081,Low drought risk
Koyana/Shivaji Sagar,Pune - Low drought risk,Pune,KRISHNA,2015-06-01,1.15,6,1,2015,1964,Koyna,Patan,Gravity,103,805,1555,2797400.00,11535,2640000.00,Hydroelectricity,3883,NA,2.7974,2.64,17.402717,73.750081,Low drought risk
Koyana/Shivaji Sagar,Pune - Low drought risk,Pune,KRISHNA,2015-07-01,1.62,7,1,2015,1964,Koyna,Patan,Gravity,103,805,1555,2797400.00,11535,2640000.00,Hydroelectricity,3883,NA,2.7974,2.64,17.402717,73.750081,Low drought risk
Koyana/Shivaji Sagar,Pune - Low drought risk,Pune,KRISHNA,2015-08-01,2,8,1,2015,1964,Koyna,Patan,Gravity,103,805,1555,2797400.00,11535,2640000.00,Hydroelectricity,3883,NA,2.7974,2.64,17.402717,73.750081,Low drought risk
Koyana/Shivaji Sagar,Pune - Low drought risk,Pune,KRISHNA,2015-09-01,1.97,9,1,2015,1964,Koyna,Patan,Gravity,103,805,1555,2797400.00,11535,2640000.00,Hydroelectricity,3883,NA,2.7974,2.64,17.402717,73.750081,Low drought risk
Koyana/Shivaji Sagar,Pune - Low drought risk,Pune,KRISHNA,2015-10-01,1.83,10,1,2015,1964,Koyna,Patan,Gravity,103,805,1555,2797400.00,11535,2640000.00,Hydroelectricity,3883,NA,2.7974,2.64,17.402717,73.750081,Low drought risk
Koyana/Shivaji Sagar,Pune - Low drought risk,Pune,KRISHNA,2015-11-01,1.64,11,1,2015,1964,Koyna,Patan,Gravity,103,805,1555,2797400.00,11535,2640000.00,Hydroelectricity,3883,NA,2.7974,2.64,17.402717,73.750081,Low drought risk
Koyana/Shivaji Sagar,Pune - Low drought risk,Pune,KRISHNA,2015-12-01,1.47,12,1,2015,1964,Koyna,Patan,Gravity,103,805,1555,2797400.00,11535,2640000.00,Hydroelectricity,3883,NA,2.7974,2.64,17.402717,73.750081,Low drought risk
Khadakwasla Reservoir,Satara - Low drought risk,Satara,KRISHNA,2015-01-01,0.04,1,1,2015,1880,Mutha,"Pune, Khadakwasala",EarthfillGravity,32.9,1539,1170,86000.00,14800,560000.00,Irrigation & Water supply,2755,NA,0.086,0.56,18.443166,73.763177,Low drought risk
Khadakwasla Reservoir,Satara - Low drought risk,Satara,KRISHNA,2015-02-01,0.04,2,1,2015,1880,Mutha,"Pune, Khadakwasala",EarthfillGravity,32.9,1539,1170,86000.00,14800,560000.00,Irrigation & Water supply,2755,NA,0.086,0.56,18.443166,73.763177,Low drought risk
Khadakwasla Reservoir,Satara - Low drought risk,Satara,KRISHNA,2015-03-01,0.04,3,1,2015,1880,Mutha,"Pune, Khadakwasala",EarthfillGravity,32.9,1539,1170,86000.00,14800,560000.00,Irrigation & Water supply,2755,NA,0.086,0.56,18.443166,73.763177,Low drought risk
Khadakwasla Reservoir,Satara - Low drought risk,Satara,KRISHNA,2015-04-01,0.04,4,1,2015,1880,Mutha,"Pune, Khadakwasala",EarthfillGravity,32.9,1539,1170,86000.00,14800,560000.00,Irrigation & Water supply,2755,NA,0.086,0.56,18.443166,73.763177,Low drought risk
Khadakwasla Reservoir,Satara - Low drought risk,Satara,KRISHNA,2015-05-01,0.04,5,1,2015,1880,Mutha,"Pune, Khadakwasala",EarthfillGravity,32.9,1539,1170,86000.00,14800,560000.00,Irrigation & Water supply,2755,NA,0.086,0.56,18.443166,73.763177,Low drought risk
Khadakwasla Reservoir,Satara - Low drought risk,Satara,KRISHNA,2015-06-01,0.03,6,1,2015,1880,Mutha,"Pune, Khadakwasala",EarthfillGravity,32.9,1539,1170,86000.00,14800,560000.00,Irrigation & Water supply,2755,NA,0.086,0.56,18.443166,73.763177,Low drought risk
Khadakwasla Reservoir,Satara - Low drought risk,Satara,KRISHNA,2015-07-01,0.02,7,1,2015,1880,Mutha,"Pune, Khadakwasala",EarthfillGravity,32.9,1539,1170,86000.00,14800,560000.00,Irrigation & Water supply,2755,NA,0.086,0.56,18.443166,73.763177,Low drought risk
Khadakwasla Reservoir,Satara - Low drought risk,Satara,KRISHNA,2015-08-01,0.02,8,1,2015,1880,Mutha,"Pune, Khadakwasala",EarthfillGravity,32.9,1539,1170,86000.00,14800,560000.00,Irrigation & Water supply,2755,NA,0.086,0.56,18.443166,73.763177,Low drought risk
Khadakwasla Reservoir,Satara - Low drought risk,Satara,KRISHNA,2015-09-01,0.02,9,1,2015,1880,Mutha,"Pune, Khadakwasala",EarthfillGravity,32.9,1539,1170,86000.00,14800,560000.00,Irrigation & Water supply,2755,NA,0.086,0.56,18.443166,73.763177,Low drought risk
Khadakwasla Reservoir,Satara - Low drought risk,Satara,KRISHNA,2015-10-01,0.02,10,1,2015,1880,Mutha,"Pune, Khadakwasala",EarthfillGravity,32.9,1539,1170,86000.00,14800,560000.00,Irrigation & Water supply,2755,NA,0.086,0.56,18.443166,73.763177,Low drought risk
Khadakwasla Reservoir,Satara - Low drought risk,Satara,KRISHNA,2015-11-01,0.04,11,1,2015,1880,Mutha,"Pune, Khadakwasala",EarthfillGravity,32.9,1539,1170,86000.00,14800,560000.00,Irrigation & Water supply,2755,NA,0.086,0.56,18.443166,73.763177,Low drought risk
Khadakwasla Reservoir,Satara - Low drought risk,Satara,KRISHNA,2015-12-01,0.03,12,1,2015,1880,Mutha,"Pune, Khadakwasala",EarthfillGravity,32.9,1539,1170,86000.00,14800,560000.00,Irrigation & Water supply,2755,NA,0.086,0.56,18.443166,73.763177,Low drought risk
Bhandardara,Ahmadnagar - Low drought risk,Ahmadnagar,GODAVARI,2015-01-01,0.18,1,1,2015,1926,Paravara,Ahmednagar,Gravity,82.35,2717,335,312400.00,743.18,307310.00,Irrigation,1503,NA,0.3124,0.30731,19.547232,73.757366,Low drought risk
Bhandardara,Ahmadnagar - Low drought risk,Ahmadnagar,GODAVARI,2015-02-01,0.17,2,1,2015,1926,Paravara,Ahmednagar,Gravity,82.35,2717,335,312400.00,743.18,307310.00,Irrigation,1503,NA,0.3124,0.30731,19.547232,73.757366,Low drought risk
Bhandardara,Ahmadnagar - Low drought risk,Ahmadnagar,GODAVARI,2015-03-01,0.3,3,1,2015,1926,Paravara,Ahmednagar,Gravity,82.35,2717,335,312400.00,743.18,307310.00,Irrigation,1503,NA,0.3124,0.30731,19.547232,73.757366,Low drought risk
Bhandardara,Ahmadnagar - Low drought risk,Ahmadnagar,GODAVARI,2015-04-01,0.25,4,1,2015,1926,Paravara,Ahmednagar,Gravity,82.35,2717,335,312400.00,743.18,307310.00,Irrigation,1503,NA,0.3124,0.30731,19.547232,73.757366,Low drought risk
Bhandardara,Ahmadnagar - Low drought risk,Ahmadnagar,GODAVARI,2015-05-01,0.03,5,1,2015,1926,Paravara,Ahmednagar,Gravity,82.35,2717,335,312400.00,743.18,307310.00,Irrigation,1503,NA,0.3124,0.30731,19.547232,73.757366,Low drought risk
Bhandardara,Ahmadnagar - Low drought risk,Ahmadnagar,GODAVARI,2015-06-01,0.07,6,1,2015,1926,Paravara,Ahmednagar,Gravity,82.35,2717,335,312400.00,743.18,307310.00,Irrigation,1503,NA,0.3124,0.30731,19.547232,73.757366,Low drought risk
Bhandardara,Ahmadnagar - Low drought risk,Ahmadnagar,GODAVARI,2015-07-01,0.2,7,1,2015,1926,Paravara,Ahmednagar,Gravity,82.35,2717,335,312400.00,743.18,307310.00,Irrigation,1503,NA,0.3124,0.30731,19.547232,73.757366,Low drought risk
Bhandardara,Ahmadnagar - Low drought risk,Ahmadnagar,GODAVARI,2015-08-01,0.22,8,1,2015,1926,Paravara,Ahmednagar,Gravity,82.35,2717,335,312400.00,743.18,307310.00,Irrigation,1503,NA,0.3124,0.30731,19.547232,73.757366,Low drought risk
Bhandardara,Ahmadnagar - Low drought risk,Ahmadnagar,GODAVARI,2015-09-01,0.23,9,1,2015,1926,Paravara,Ahmednagar,Gravity,82.35,2717,335,312400.00,743.18,307310.00,Irrigation,1503,NA,0.3124,0.30731,19.547232,73.757366,Low drought risk
Bhandardara,Ahmadnagar - Low drought risk,Ahmadnagar,GODAVARI,2015-10-01,0.17,10,1,2015,1926,Paravara,Ahmednagar,Gravity,82.35,2717,335,312400.00,743.18,307310.00,Irrigation,1503,NA,0.3124,0.30731,19.547232,73.757366,Low drought risk
Bhandardara,Ahmadnagar - Low drought risk,Ahmadnagar,GODAVARI,2015-11-01,0.12,11,1,2015,1926,Paravara,Ahmednagar,Gravity,82.35,2717,335,312400.00,743.18,307310.00,Irrigation,1503,NA,0.3124,0.30731,19.547232,73.757366,Low drought risk
Bhandardara,Ahmadnagar - Low drought risk,Ahmadnagar,GODAVARI,2015-12-01,0.09,12,1,2015,1926,Paravara,Ahmednagar,Gravity,82.35,2717,335,312400.00,743.18,307310.00,Irrigation,1503,NA,0.3124,0.30731,19.547232,73.757366,Low drought risk
Upper Vaitarana Reservoir,Nashik - Low drought risk,Nashik,WEST FLOWING RIVERS FROM TAPI TO TADRI,2015-01-01,0.22,1,1,2015,1973,Vaitarna,"Nashik, Igatpuri",EarthfillGravity,41,2531,1520,331630.00,37130,331000.00,Irrigation,1440,NA,0.33163,0.331,19.54699,73.757398,Low drought risk
Upper Vaitarana Reservoir,Nashik - Low drought risk,Nashik,WEST FLOWING RIVERS FROM TAPI TO TADRI,2015-02-01,0.21,2,1,2015,1973,Vaitarna,"Nashik, Igatpuri",EarthfillGravity,41,2531,1520,331630.00,37130,331000.00,Irrigation,1440,NA,0.33163,0.331,19.54699,73.757398,Low drought risk
Upper Vaitarana Reservoir,Nashik - Low drought risk,Nashik,WEST FLOWING RIVERS FROM TAPI TO TADRI,2015-03-01,0.16,3,1,2015,1973,Vaitarna,"Nashik, Igatpuri",EarthfillGravity,41,2531,1520,331630.00,37130,331000.00,Irrigation,1440,NA,0.33163,0.331,19.54699,73.757398,Low drought risk
Upper Vaitarana Reservoir,Nashik - Low drought risk,Nashik,WEST FLOWING RIVERS FROM TAPI TO TADRI,2015-04-01,0.12,4,1,2015,1973,Vaitarna,"Nashik, Igatpuri",EarthfillGravity,41,2531,1520,331630.00,37130,331000.00,Irrigation,1440,NA,0.33163,0.331,19.54699,73.757398,Low drought risk
Upper Vaitarana Reservoir,Nashik - Low drought risk,Nashik,WEST FLOWING RIVERS FROM TAPI TO TADRI,2015-05-01,0.07,5,1,2015,1973,Vaitarna,"Nashik, Igatpuri",EarthfillGravity,41,2531,1520,331630.00,37130,331000.00,Irrigation,1440,NA,0.33163,0.331,19.54699,73.757398,Low drought risk
Upper Vaitarana Reservoir,Nashik - Low drought risk,Nashik,WEST FLOWING RIVERS FROM TAPI TO TADRI,2015-06-01,0.09,6,1,2015,1973,Vaitarna,"Nashik, Igatpuri",EarthfillGravity,41,2531,1520,331630.00,37130,331000.00,Irrigation,1440,NA,0.33163,0.331,19.54699,73.757398,Low drought risk
Upper Vaitarana Reservoir,Nashik - Low drought risk,Nashik,WEST FLOWING RIVERS FROM TAPI TO TADRI,2015-07-01,0.16,7,1,2015,1973,Vaitarna,"Nashik, Igatpuri",EarthfillGravity,41,2531,1520,331630.00,37130,331000.00,Irrigation,1440,NA,0.33163,0.331,19.54699,73.757398,Low drought risk
Upper Vaitarana Reservoir,Nashik - Low drought risk,Nashik,WEST FLOWING RIVERS FROM TAPI TO TADRI,2015-08-01,0.21,8,1,2015,1973,Vaitarna,"Nashik, Igatpuri",EarthfillGravity,41,2531,1520,331630.00,37130,331000.00,Irrigation,1440,NA,0.33163,0.331,19.54699,73.757398,Low drought risk
Upper Vaitarana Reservoir,Nashik - Low drought risk,Nashik,WEST FLOWING RIVERS FROM TAPI TO TADRI,2015-09-01,0.24,9,1,2015,1973,Vaitarna,"Nashik, Igatpuri",EarthfillGravity,41,2531,1520,331630.00,37130,331000.00,Irrigation,1440,NA,0.33163,0.331,19.54699,73.757398,Low drought risk
Upper Vaitarana Reservoir,Nashik - Low drought risk,Nashik,WEST FLOWING RIVERS FROM TAPI TO TADRI,2015-10-01,0.23,10,1,2015,1973,Vaitarna,"Nashik, Igatpuri",EarthfillGravity,41,2531,1520,331630.00,37130,331000.00,Irrigation,1440,NA,0.33163,0.331,19.54699,73.757398,Low drought risk
Upper Vaitarana Reservoir,Nashik - Low drought risk,Nashik,WEST FLOWING RIVERS FROM TAPI TO TADRI,2015-11-01,0.2,11,1,2015,1973,Vaitarna,"Nashik, Igatpuri",EarthfillGravity,41,2531,1520,331630.00,37130,331000.00,Irrigation,1440,NA,0.33163,0.331,19.54699,73.757398,Low drought risk
Upper Vaitarana Reservoir,Nashik - Low drought risk,Nashik,WEST FLOWING RIVERS FROM TAPI TO TADRI,2015-12-01,0.18,12,1,2015,1973,Vaitarna,"Nashik, Igatpuri",EarthfillGravity,41,2531,1520,331630.00,37130,331000.00,Irrigation,1440,NA,0.33163,0.331,19.54699,73.757398,Low drought risk
Manikdoh,Ahmadnagar - Low drought risk,Ahmadnagar,KRISHNA,2015-01-01,0.12,1,1,2015,1984,Kukadi,"Pune, Junnar",Gravity,51.8,930,596,308060.00,18434,283070.00,Irrigation & Hydroelectricity,1439,NA,0.30806,0.28307,19.235013,73.814167,Low drought risk
Manikdoh,Ahmadnagar - Low drought risk,Ahmadnagar,KRISHNA,2015-02-01,0.12,2,1,2015,1984,Kukadi,"Pune, Junnar",Gravity,51.8,930,596,308060.00,18434,283070.00,Irrigation & Hydroelectricity,1439,NA,0.30806,0.28307,19.235013,73.814167,Low drought risk
Manikdoh,Ahmadnagar - Low drought risk,Ahmadnagar,KRISHNA,2015-03-01,0.08,3,1,2015,1984,Kukadi,"Pune, Junnar",Gravity,51.8,930,596,308060.00,18434,283070.00,Irrigation & Hydroelectricity,1439,NA,0.30806,0.28307,19.235013,73.814167,Low drought risk
Manikdoh,Ahmadnagar - Low drought risk,Ahmadnagar,KRISHNA,2015-04-01,0.07,4,1,2015,1984,Kukadi,"Pune, Junnar",Gravity,51.8,930,596,308060.00,18434,283070.00,Irrigation & Hydroelectricity,1439,NA,0.30806,0.28307,19.235013,73.814167,Low drought risk
Manikdoh,Ahmadnagar - Low drought risk,Ahmadnagar,KRISHNA,2015-05-01,0.02,5,1,2015,1984,Kukadi,"Pune, Junnar",Gravity,51.8,930,596,308060.00,18434,283070.00,Irrigation & Hydroelectricity,1439,NA,0.30806,0.28307,19.235013,73.814167,Low drought risk
Manikdoh,Ahmadnagar - Low drought risk,Ahmadnagar,KRISHNA,2015-06-01,0.03,6,1,2015,1984,Kukadi,"Pune, Junnar",Gravity,51.8,930,596,308060.00,18434,283070.00,Irrigation & Hydroelectricity,1439,NA,0.30806,0.28307,19.235013,73.814167,Low drought risk
Manikdoh,Ahmadnagar - Low drought risk,Ahmadnagar,KRISHNA,2015-07-01,0.06,7,1,2015,1984,Kukadi,"Pune, Junnar",Gravity,51.8,930,596,308060.00,18434,283070.00,Irrigation & Hydroelectricity,1439,NA,0.30806,0.28307,19.235013,73.814167,Low drought risk
Manikdoh,Ahmadnagar - Low drought risk,Ahmadnagar,KRISHNA,2015-08-01,0.06,8,1,2015,1984,Kukadi,"Pune, Junnar",Gravity,51.8,930,596,308060.00,18434,283070.00,Irrigation & Hydroelectricity,1439,NA,0.30806,0.28307,19.235013,73.814167,Low drought risk
Manikdoh,Ahmadnagar - Low drought risk,Ahmadnagar,KRISHNA,2015-09-01,0.08,9,1,2015,1984,Kukadi,"Pune, Junnar",Gravity,51.8,930,596,308060.00,18434,283070.00,Irrigation & Hydroelectricity,1439,NA,0.30806,0.28307,19.235013,73.814167,Low drought risk
