reservoir_name,distlabel,district,basin,date,storage_bcm,month,day,year,year_completed,river,location,type,height_m,length_m,volume_content_103m3,gross_storage_capacity_103m3,reservoir_area_103m2,effective_storage_capacity_103m3,purpose,designed_spillway_capacity_m3_s,x,gross_storage_capacity_109m3,effective_storage_capacity_109m3,lat,long,drought
Isapur Reservoir,Aurangabad - Low drought risk,Aurangabad,GODAVARI,2018-11-01,0.53,11,1,2018,1982,Penganga,Nanded,Earthfill,57,4120.1,11216,1254000.00,NA,951000.00,Irrigation,10480,NA,1.254,0.951,19.727953,77.43668,Low drought risk
Isapur Reservoir,Aurangabad - Low drought risk,Aurangabad,GODAVARI,2018-12-01,0.46,12,1,2018,1982,Penganga,Nanded,Earthfill,57,4120.1,11216,1254000.00,NA,951000.00,Irrigation,10480,NA,1.254,0.951,19.727953,77.43668,Low drought risk
Bhatsa,Thane - Low drought risk,Thane,WEST FLOWING RIVERS FROM TAPI TO TADRI,2018-01-01,0.67,1,1,2018,1983,Bhatsa,"Thane, Shahapur",EarthfillGravity,88.5,959,18250,976150.00,2725,942115.00,Irrigation & Water supply,5342,NA,0.97615,0.942115,19.512858,73.41786,Low drought risk
Bhatsa,Thane - Low drought risk,Thane,WEST FLOWING RIVERS FROM TAPI TO TADRI,2018-02-01,0.59,2,1,2018,1983,Bhatsa,"Thane, Shahapur",EarthfillGravity,88.5,959,18250,976150.00,2725,942115.00,Irrigation & Water supply,5342,NA,0.97615,0.942115,19.512858,73.41786,Low drought risk
Bhatsa,Thane - Low drought risk,Thane,WEST FLOWING RIVERS FROM TAPI TO TADRI,2018-03-01,0.5,3,1,2018,1983,Bhatsa,"Thane, Shahapur",EarthfillGravity,88.5,959,18250,976150.00,2725,942115.00,Irrigation & Water supply,5342,NA,0.97615,0.942115,19.512858,73.41786,Low drought risk
Bhatsa,Thane - Low drought risk,Thane,WEST FLOWING RIVERS FROM TAPI TO TADRI,2018-04-01,0.41,4,1,2018,1983,Bhatsa,"Thane, Shahapur",EarthfillGravity,88.5,959,18250,976150.00,2725,942115.00,Irrigation & Water supply,5342,NA,0.97615,0.942115,19.512858,73.41786,Low drought risk
Bhatsa,Thane - Low drought risk,Thane,WEST FLOWING RIVERS FROM TAPI TO TADRI,2018-05-01,0.41,5,1,2018,1983,Bhatsa,"Thane, Shahapur",EarthfillGravity,88.5,959,18250,976150.00,2725,942115.00,Irrigation & Water supply,5342,NA,0.97615,0.942115,19.512858,73.41786,Low drought risk
Bhatsa,Thane - Low drought risk,Thane,WEST FLOWING RIVERS FROM TAPI TO TADRI,2018-06-01,0.34,6,1,2018,1983,Bhatsa,"Thane, Shahapur",EarthfillGravity,88.5,959,18250,976150.00,2725,942115.00,Irrigation & Water supply,5342,NA,0.97615,0.942115,19.512858,73.41786,Low drought risk
Bhatsa,Thane - Low drought risk,Thane,WEST FLOWING RIVERS FROM TAPI TO TADRI,2018-07-01,0.78,7,1,2018,1983,Bhatsa,"Thane, Shahapur",EarthfillGravity,88.5,959,18250,976150.00,2725,942115.00,Irrigation & Water supply,5342,NA,0.97615,0.942115,19.512858,73.41786,Low drought risk
Bhatsa,Thane - Low drought risk,Thane,WEST FLOWING RIVERS FROM TAPI TO TADRI,2018-08-01,0.91,8,1,2018,1983,Bhatsa,"Thane, Shahapur",EarthfillGravity,88.5,959,18250,976150.00,2725,942115.00,Irrigation & Water supply,5342,NA,0.97615,0.942115,19.512858,73.41786,Low drought risk
Bhatsa,Thane - Low drought risk,Thane,WEST FLOWING RIVERS FROM TAPI TO TADRI,2018-09-01,0.89,9,1,2018,1983,Bhatsa,"Thane, Shahapur",EarthfillGravity,88.5,959,18250,976150.00,2725,942115.00,Irrigation & Water supply,5342,NA,0.97615,0.942115,19.512858,73.41786,Low drought risk
Bhatsa,Thane - Low drought risk,Thane,WEST FLOWING RIVERS FROM TAPI TO TADRI,2018-10-01,0.81,10,1,2018,1983,Bhatsa,"Thane, Shahapur",EarthfillGravity,88.5,959,18250,976150.00,2725,942115.00,Irrigation & Water supply,5342,NA,0.97615,0.942115,19.512858,73.41786,Low drought risk
Bhatsa,Thane - Low drought risk,Thane,WEST FLOWING RIVERS FROM TAPI TO TADRI,2018-11-01,0.73,11,1,2018,1983,Bhatsa,"Thane, Shahapur",EarthfillGravity,88.5,959,18250,976150.00,2725,942115.00,Irrigation & Water supply,5342,NA,0.97615,0.942115,19.512858,73.41786,Low drought risk
Bhatsa,Thane - Low drought risk,Thane,WEST FLOWING RIVERS FROM TAPI TO TADRI,2018-12-01,0.67,12,1,2018,1983,Bhatsa,"Thane, Shahapur",EarthfillGravity,88.5,959,18250,976150.00,2725,942115.00,Irrigation & Water supply,5342,NA,0.97615,0.942115,19.512858,73.41786,Low drought risk
Koyana/Shivaji Sagar,Pune - Low drought risk,Pune,KRISHNA,2018-01-01,2.28,1,1,2018,1964,Koyna,Patan,Gravity,103,805,1555,2797400.00,11535,2640000.00,Hydroelectricity,3883,NA,2.7974,2.64,17.402717,73.750081,Low drought risk
Koyana/Shivaji Sagar,Pune - Low drought risk,Pune,KRISHNA,2018-02-01,2.03,2,1,2018,1964,Koyna,Patan,Gravity,103,805,1555,2797400.00,11535,2640000.00,Hydroelectricity,3883,NA,2.7974,2.64,17.402717,73.750081,Low drought risk
Koyana/Shivaji Sagar,Pune - Low drought risk,Pune,KRISHNA,2018-03-01,1.73,3,1,2018,1964,Koyna,Patan,Gravity,103,805,1555,2797400.00,11535,2640000.00,Hydroelectricity,3883,NA,2.7974,2.64,17.402717,73.750081,Low drought risk
Koyana/Shivaji Sagar,Pune - Low drought risk,Pune,KRISHNA,2018-04-01,1.25,4,1,2018,1964,Koyna,Patan,Gravity,103,805,1555,2797400.00,11535,2640000.00,Hydroelectricity,3883,NA,2.7974,2.64,17.402717,73.750081,Low drought risk
Koyana/Shivaji Sagar,Pune - Low drought risk,Pune,KRISHNA,2018-05-01,1.24,5,1,2018,1964,Koyna,Patan,Gravity,103,805,1555,2797400.00,11535,2640000.00,Hydroelectricity,3883,NA,2.7974,2.64,17.402717,73.750081,Low drought risk
Koyana/Shivaji Sagar,Pune - Low drought risk,Pune,KRISHNA,2018-06-01,0.7,6,1,2018,1964,Koyna,Patan,Gravity,103,805,1555,2797400.00,11535,2640000.00,Hydroelectricity,3883,NA,2.7974,2.64,17.402717,73.750081,Low drought risk
Koyana/Shivaji Sagar,Pune - Low drought risk,Pune,KRISHNA,2018-07-01,2.29,7,1,2018,1964,Koyna,Patan,Gravity,103,805,1555,2797400.00,11535,2640000.00,Hydroelectricity,3883,NA,2.7974,2.64,17.402717,73.750081,Low drought risk
Koyana/Shivaji Sagar,Pune - Low drought risk,Pune,KRISHNA,2018-08-01,2.65,8,1,2018,1964,Koyna,Patan,Gravity,103,805,1555,2797400.00,11535,2640000.00,Hydroelectricity,3883,NA,2.7974,2.64,17.402717,73.750081,Low drought risk
Koyana/Shivaji Sagar,Pune - Low drought risk,Pune,KRISHNA,2018-09-01,2.62,9,1,2018,1964,Koyna,Patan,Gravity,103,805,1555,2797400.00,11535,2640000.00,Hydroelectricity,3883,NA,2.7974,2.64,17.402717,73.750081,Low drought risk
Koyana/Shivaji Sagar,Pune - Low drought risk,Pune,KRISHNA,2018-10-01,2.39,10,1,2018,1964,Koyna,Patan,Gravity,103,805,1555,2797400.00,11535,2640000.00,Hydroelectricity,3883,NA,2.7974,2.64,17.402717,73.750081,Low drought risk
Koyana/Shivaji Sagar,Pune - Low drought risk,Pune,KRISHNA,2018-11-01,2.28,11,1,2018,1964,Koyna,Patan,Gravity,103,805,1555,2797400.00,11535,2640000.00,Hydroelectricity,3883,NA,2.7974,2.64,17.402717,73.750081,Low drought risk
Koyana/Shivaji Sagar,Pune - Low drought risk,Pune,KRISHNA,2018-12-01,2.18,12,1,2018,1964,Koyna,Patan,Gravity,103,805,1555,2797400.00,11535,2640000.00,Hydroelectricity,3883,NA,2.7974,2.64,17.402717,73.750081,Low drought risk
Khadakwasla Reservoir,Satara - Low drought risk,Satara,KRISHNA,2018-01-01,0.03,1,1,2018,1880,Mutha,"Pune, Khadakwasala",EarthfillGravity,32.9,1539,1170,86000.00,14800,560000.00,Irrigation & Water supply,2755,NA,0.086,0.56,18.443166,73.763177,Low drought risk
Khadakwasla Reservoir,Satara - Low drought risk,Satara,KRISHNA,2018-02-01,0.04,2,1,2018,1880,Mutha,"Pune, Khadakwasala",EarthfillGravity,32.9,1539,1170,86000.00,14800,560000.00,Irrigation & Water supply,2755,NA,0.086,0.56,18.443166,73.763177,Low drought risk
Khadakwasla Reservoir,Satara - Low drought risk,Satara,KRISHNA,2018-03-01,0.03,3,1,2018,1880,Mutha,"Pune, Khadakwasala",EarthfillGravity,32.9,1539,1170,86000.00,14800,560000.00,Irrigation & Water supply,2755,NA,0.086,0.56,18.443166,73.763177,Low drought risk
Khadakwasla Reservoir,Satara - Low drought risk,Satara,KRISHNA,2018-04-01,0.05,4,1,2018,1880,Mutha,"Pune, Khadakwasala",EarthfillGravity,32.9,1539,1170,86000.00,14800,560000.00,Irrigation & Water supply,2755,NA,0.086,0.56,18.443166,73.763177,Low drought risk
Khadakwasla Reservoir,Satara - Low drought risk,Satara,KRISHNA,2018-05-01,0.05,5,1,2018,1880,Mutha,"Pune, Khadakwasala",EarthfillGravity,32.9,1539,1170,86000.00,14800,560000.00,Irrigation & Water supply,2755,NA,0.086,0.56,18.443166,73.763177,Low drought risk
Khadakwasla Reservoir,Satara - Low drought risk,Satara,KRISHNA,2018-06-01,0.01,6,1,2018,1880,Mutha,"Pune, Khadakwasala",EarthfillGravity,32.9,1539,1170,86000.00,14800,560000.00,Irrigation & Water supply,2755,NA,0.086,0.56,18.443166,73.763177,Low drought risk
Khadakwasla Reservoir,Satara - Low drought risk,Satara,KRISHNA,2018-07-01,0.06,7,1,2018,1880,Mutha,"Pune, Khadakwasala",EarthfillGravity,32.9,1539,1170,86000.00,14800,560000.00,Irrigation & Water supply,2755,NA,0.086,0.56,18.443166,73.763177,Low drought risk
Khadakwasla Reservoir,Satara - Low drought risk,Satara,KRISHNA,2018-08-01,0.06,8,1,2018,1880,Mutha,"Pune, Khadakwasala",EarthfillGravity,32.9,1539,1170,86000.00,14800,560000.00,Irrigation & Water supply,2755,NA,0.086,0.56,18.443166,73.763177,Low drought risk
Khadakwasla Reservoir,Satara - Low drought risk,Satara,KRISHNA,2018-09-01,0.05,9,1,2018,1880,Mutha,"Pune, Khadakwasala",EarthfillGravity,32.9,1539,1170,86000.00,14800,560000.00,Irrigation & Water supply,2755,NA,0.086,0.56,18.443166,73.763177,Low drought risk
Khadakwasla Reservoir,Satara - Low drought risk,Satara,KRISHNA,2018-10-01,0.03,10,1,2018,1880,Mutha,"Pune, Khadakwasala",EarthfillGravity,32.9,1539,1170,86000.00,14800,560000.00,Irrigation & Water supply,2755,NA,0.086,0.56,18.443166,73.763177,Low drought risk
Khadakwasla Reservoir,Satara - Low drought risk,Satara,KRISHNA,2018-11-01,0.04,11,1,2018,1880,Mutha,"Pune, Khadakwasala",EarthfillGravity,32.9,1539,1170,86000.00,14800,560000.00,Irrigation & Water supply,2755,NA,0.086,0.56,18.443166,73.763177,Low drought risk
Khadakwasla Reservoir,Satara - Low drought risk,Satara,KRISHNA,2018-12-01,0.03,12,1,2018,1880,Mutha,"Pune, Khadakwasala",EarthfillGravity,32.9,1539,1170,86000.00,14800,560000.00,Irrigation & Water supply,2755,NA,0.086,0.56,18.443166,73.763177,Low drought risk
Bhandardara,Ahmadnagar - Low drought risk,Ahmadnagar,GODAVARI,2018-01-01,0.28,1,1,2018,1926,Paravara,Ahmednagar,Gravity,82.35,2717,335,312400.00,743.18,307310.00,Irrigation,1503,NA,0.3124,0.30731,19.547232,73.757366,Low drought risk
Bhandardara,Ahmadnagar - Low drought risk,Ahmadnagar,GODAVARI,2018-02-01,0.25,2,1,2018,1926,Paravara,Ahmednagar,Gravity,82.35,2717,335,312400.00,743.18,307310.00,Irrigation,1503,NA,0.3124,0.30731,19.547232,73.757366,Low drought risk
Bhandardara,Ahmadnagar - Low drought risk,Ahmadnagar,GODAVARI,2018-03-01,0.19,3,1,2018,1926,Paravara,Ahmednagar,Gravity,82.35,2717,335,312400.00,743.18,307310.00,Irrigation,1503,NA,0.3124,0.30731,19.547232,73.757366,Low drought risk
Bhandardara,Ahmadnagar - Low drought risk,Ahmadnagar,GODAVARI,2018-04-01,0.13,4,1,2018,1926,Paravara,Ahmednagar,Gravity,82.35,2717,335,312400.00,743.18,307310.00,Irrigation,1503,NA,0.3124,0.30731,19.547232,73.757366,Low drought risk
Bhandardara,Ahmadnagar - Low drought risk,Ahmadnagar,GODAVARI,2018-05-01,0.13,5,1,2018,1926,Paravara,Ahmednagar,Gravity,82.35,2717,335,312400.00,743.18,307310.00,Irrigation,1503,NA,0.3124,0.30731,19.547232,73.757366,Low drought risk
Bhandardara,Ahmadnagar - Low drought risk,Ahmadnagar,GODAVARI,2018-06-01,0.1,6,1,2018,1926,Paravara,Ahmednagar,Gravity,82.35,2717,335,312400.00,743.18,307310.00,Irrigation,1503,NA,0.3124,0.30731,19.547232,73.757366,Low drought risk
Bhandardara,Ahmadnagar - Low drought risk,Ahmadnagar,GODAVARI,2018-07-01,0.26,7,1,2018,1926,Paravara,Ahmednagar,Gravity,82.35,2717,335,312400.00,743.18,307310.00,Irrigation,1503,NA,0.3124,0.30731,19.547232,73.757366,Low drought risk
Bhandardara,Ahmadnagar - Low drought risk,Ahmadnagar,GODAVARI,2018-08-01,0.3,8,1,2018,1926,Paravara,Ahmednagar,Gravity,82.35,2717,335,312400.00,743.18,307310.00,Irrigation,1503,NA,0.3124,0.30731,19.547232,73.757366,Low drought risk
Bhandardara,Ahmadnagar - Low drought risk,Ahmadnagar,GODAVARI,2018-09-01,0.3,9,1,2018,1926,Paravara,Ahmednagar,Gravity,82.35,2717,335,312400.00,743.18,307310.00,Irrigation,1503,NA,0.3124,0.30731,19.547232,73.757366,Low drought risk
Bhandardara,Ahmadnagar - Low drought risk,Ahmadnagar,GODAVARI,2018-10-01,0.19,10,1,2018,1926,Paravara,Ahmednagar,Gravity,82.35,2717,335,312400.00,743.18,307310.00,Irrigation,1503,NA,0.3124,0.30731,19.547232,73.757366,Low drought risk
Bhandardara,Ahmadnagar - Low drought risk,Ahmadnagar,GODAVARI,2018-11-01,0.13,11,1,2018,1926,Paravara,Ahmednagar,Gravity,82.35,2717,335,312400.00,743.18,307310.00,Irrigation,1503,NA,0.3124,0.30731,19.547232,73.757366,Low drought risk
Bhandardara,Ahmadnagar - Low drought risk,Ahmadnagar,GODAVARI,2018-12-01,0.12,12,1,2018,1926,Paravara,Ahmednagar,Gravity,82.35,2717,335,312400.00,743.18,307310.00,Irrigation,1503,NA,0.3124,0.30731,19.547232,73.757366,Low drought risk
Upper Vaitarana Reservoir,Nashik - Low drought risk,Nashik,WEST FLOWING RIVERS FROM TAPI TO TADRI,2018-01-01,0.25,1,1,2018,1973,Vaitarna,"Nashik, Igatpuri",EarthfillGravity,41,2531,1520,331630.00,37130,331000.00,Irrigation,1440,NA,0.33163,0.331,19.54699,73.757398,Low drought risk
Upper Vaitarana Reservoir,Nashik - Low drought risk,Nashik,WEST FLOWING RIVERS FROM TAPI TO TADRI,2018-02-01,0.2,2,1,2018,1973,Vaitarna,"Nashik, Igatpuri",EarthfillGravity,41,2531,1520,331630.00,37130,331000.00,Irrigation,1440,NA,0.33163,0.331,19.54699,73.757398,Low drought risk
Upper Vaitarana Reservoir,Nashik - Low drought risk,Nashik,WEST FLOWING RIVERS FROM TAPI TO TADRI,2018-03-01,0.14,3,1,2018,1973,Vaitarna,"Nashik, Igatpuri",EarthfillGravity,41,2531,1520,331630.00,37130,331000.00,Irrigation,1440,NA,0.33163,0.331,19.54699,73.757398,Low drought risk
Upper Vaitarana Reservoir,Nashik - Low drought risk,Nashik,WEST FLOWING RIVERS FROM TAPI TO TADRI,2018-04-01,0.1,4,1,2018,1973,Vaitarna,"Nashik, Igatpuri",EarthfillGravity,41,2531,1520,331630.00,37130,331000.00,Irrigation,1440,NA,0.33163,0.331,19.54699,73.757398,Low drought risk
Upper Vaitarana Reservoir,Nashik - Low drought risk,Nashik,WEST FLOWING RIVERS FROM TAPI TO TADRI,2018-05-01,0.09,5,1,2018,1973,Vaitarna,"Nashik, Igatpuri",EarthfillGravity,41,2531,1520,331630.00,37130,331000.00,Irrigation,1440,NA,0.33163,0.331,19.54699,73.757398,Low drought risk
Upper Vaitarana Reservoir,Nashik - Low drought risk,Nashik,WEST FLOWING RIVERS FROM TAPI TO TADRI,2018-06-01,0.11,6,1,2018,1973,Vaitarna,"Nashik, Igatpuri",EarthfillGravity,41,2531,1520,331630.00,37130,331000.00,Irrigation,1440,NA,0.33163,0.331,19.54699,73.757398,Low drought risk
Upper Vaitarana Reservoir,Nashik - Low drought risk,Nashik,WEST FLOWING RIVERS FROM TAPI TO TADRI,2018-07-01,0.26,7,1,2018,1973,Vaitarna,"Nashik, Igatpuri",EarthfillGravity,41,2531,1520,331630.00,37130,331000.00,Irrigation,1440,NA,0.33163,0.331,19.54699,73.757398,Low drought risk
Upper Vaitarana Reservoir,Nashik - Low drought risk,Nashik,WEST FLOWING RIVERS FROM TAPI TO TADRI,2018-08-01,0.31,8,1,2018,1973,Vaitarna,"Nashik, Igatpuri",EarthfillGravity,41,2531,1520,331630.00,37130,331000.00,Irrigation,1440,NA,0.33163,0.331,19.54699,73.757398,Low drought risk
Upper Vaitarana Reservoir,Nashik - Low drought risk,Nashik,WEST FLOWING RIVERS FROM TAPI TO TADRI,2018-09-01,0.33,9,1,2018,1973,Vaitarna,"Nashik, Igatpuri",EarthfillGravity,41,2531,1520,331630.00,37130,331000.00,Irrigation,1440,NA,0.33163,0.331,19.54699,73.757398,Low drought risk
Upper Vaitarana Reservoir,Nashik - Low drought risk,Nashik,WEST FLOWING RIVERS FROM TAPI TO TADRI,2018-10-01,0.32,10,1,2018,1973,Vaitarna,"Nashik, Igatpuri",EarthfillGravity,41,2531,1520,331630.00,37130,331000.00,Irrigation,1440,NA,0.33163,0.331,19.54699,73.757398,Low drought risk
Upper Vaitarana Reservoir,Nashik - Low drought risk,Nashik,WEST FLOWING RIVERS FROM TAPI TO TADRI,2018-11-01,0.29,11,1,2018,1973,Vaitarna,"Nashik, Igatpuri",EarthfillGravity,41,2531,1520,331630.00,37130,331000.00,Irrigation,1440,NA,0.33163,0.331,19.54699,73.757398,Low drought risk
Upper Vaitarana Reservoir,Nashik - Low drought risk,Nashik,WEST FLOWING RIVERS FROM TAPI TO TADRI,2018-12-01,0.27,12,1,2018,1973,Vaitarna,"Nashik, Igatpuri",EarthfillGravity,41,2531,1520,331630.00,37130,331000.00,Irrigation,1440,NA,0.33163,0.331,19.54699,73.757398,Low drought risk
Manikdoh,Ahmadnagar - Low drought risk,Ahmadnagar,KRISHNA,2018-01-01,0.17,1,1,2018,1984,Kukadi,"Pune, Junnar",Gravity,51.8,930,596,308060.00,18434,283070.00,Irrigation & Hydroelectricity,1439,NA,0.30806,0.28307,19.235013,73.814167,Low drought risk
Manikdoh,Ahmadnagar - Low drought risk,Ahmadnagar,KRISHNA,2018-02-01,0.16,2,1,2018,1984,Kukadi,"Pune, Junnar",Gravity,51.8,930,596,308060.00,18434,283070.00,Irrigation & Hydroelectricity,1439,NA,0.30806,0.28307,19.235013,73.814167,Low drought risk
Manikdoh,Ahmadnagar - Low drought risk,Ahmadnagar,KRISHNA,2018-03-01,0.08,3,1,2018,1984,Kukadi,"Pune, Junnar",Gravity,51.8,930,596,308060.00,18434,283070.00,Irrigation & Hydroelectricity,1439,NA,0.30806,0.28307,19.235013,73.814167,Low drought risk
Manikdoh,Ahmadnagar - Low drought risk,Ahmadnagar,KRISHNA,2018-04-01,0.05,4,1,2018,1984,Kukadi,"Pune, Junnar",Gravity,51.8,930,596,308060.00,18434,283070.00,Irrigation & Hydroelectricity,1439,NA,0.30806,0.28307,19.235013,73.814167,Low drought risk
Manikdoh,Ahmadnagar - Low drought risk,Ahmadnagar,KRISHNA,2018-05-01,0.04,5,1,2018,1984,Kukadi,"Pune, Junnar",Gravity,51.8,930,596,308060.00,18434,283070.00,Irrigation & Hydroelectricity,1439,NA,0.30806,0.28307,19.235013,73.814167,Low drought risk
Manikdoh,Ahmadnagar - Low drought risk,Ahmadnagar,KRISHNA,2018-06-01,0.02,6,1,2018,1984,Kukadi,"Pune, Junnar",Gravity,51.8,930,596,308060.00,18434,283070.00,Irrigation & Hydroelectricity,1439,NA,0.30806,0.28307,19.235013,73.814167,Low drought risk
Manikdoh,Ahmadnagar - Low drought risk,Ahmadnagar,KRISHNA,2018-07-01,0.12,7,1,2018,1984,Kukadi,"Pune, Junnar",Gravity,51.8,930,596,308060.00,18434,283070.00,Irrigation & Hydroelectricity,1439,NA,0.30806,0.28307,19.235013,73.814167,Low drought risk
Manikdoh,Ahmadnagar - Low drought risk,Ahmadnagar,KRISHNA,2018-08-01,0.21,8,1,2018,1984,Kukadi,"Pune, Junnar",Gravity,51.8,930,596,308060.00,18434,283070.00,Irrigation & Hydroelectricity,1439,NA,0.30806,0.28307,19.235013,73.814167,Low drought risk
Manikdoh,Ahmadnagar - Low drought risk,Ahmadnagar,KRISHNA,2018-09-01,0.22,9,1,2018,1984,Kukadi,"Pune, Junnar",Gravity,51.8,930,596,308060.00,18434,283070.00,Irrigation & Hydroelectricity,1439,NA,0.30806,0.28307,19.235013,73.814167,Low drought risk
Manikdoh,Ahmadnagar - Low drought risk,Ahmadnagar,KRISHNA,2018-10-01,0.18,10,1,2018,1984,Kukadi,"Pune, Junnar",Gravity,51.8,930,596,308060.00,18434,283070.00,Irrigation & Hydroelectricity,1439,NA,0.30806,0.28307,19.235013,73.814167,Low drought risk
Manikdoh,Ahmadnagar - Low drought risk,Ahmadnagar,KRISHNA,2018-11-01,0.08,11,1,2018,1984,Kukadi,"Pune, Junnar",Gravity,51.8,930,596,308060.00,18434,283070.00,Irrigation & Hydroelectricity,1439,NA,0.30806,0.28307,19.235013,73.814167,Low drought risk
Manikdoh,Ahmadnagar - Low drought risk,Ahmadnagar,KRISHNA,2018-12-01,0.04,12,1,2018,1984,Kukadi,"Pune, Junnar",Gravity,51.8,930,596,308060.00,18434,283070.00,Irrigation & Hydroelectricity,1439,NA,0.30806,0.28307,19.235013,73.814167,Low drought risk
Yeldari Reservoir,Parbhani - High drought risk,Parbhani,GODAVARI,2018-01-01,0.04,1,1,2018,1968,Purna,Yeldari,Earthfill,51.2,4232,NA,934310.00,101540,809660.00,Irrigation & Hydroelectricity,10477,NA,0.93431,0.80966,19.714363,76.71221,High drought risk
Yeldari Reservoir,Parbhani - High drought risk,Parbhani,GODAVARI,2018-02-01,0.04,2,1,2018,1968,Purna,Yeldari,Earthfill,51.2,4232,NA,934310.00,101540,809660.00,Irrigation & Hydroelectricity,10477,NA,0.93431,0.80966,19.714363,76.71221,High drought risk
Yeldari Reservoir,Parbhani - High drought risk,Parbhani,GODAVARI,2018-03-01,0,3,1,2018,1968,Purna,Yeldari,Earthfill,51.2,4232,NA,934310.00,101540,809660.00,Irrigation & Hydroelectricity,10477,NA,0.93431,0.80966,19.714363,76.71221,High drought risk
Yeldari Reservoir,Parbhani - High drought risk,Parbhani,GODAVARI,2018-04-01,0,4,1,2018,1968,Purna,Yeldari,Earthfill,51.2,4232,NA,934310.00,101540,809660.00,Irrigation & Hydroelectricity,10477,NA,0.93431,0.80966,19.714363,76.71221,High drought risk
Yeldari Reservoir,Parbhani - High drought risk,Parbhani,GODAVARI,2018-05-01,0,5,1,2018,1968,Purna,Yeldari,Earthfill,51.2,4232,NA,934310.00,101540,809660.00,Irrigation & Hydroelectricity,10477,NA,0.93431,0.80966,19.714363,76.71221,High drought risk
Yeldari Reservoir,Parbhani - High drought risk,Parbhani,GODAVARI,2018-06-01,0,6,1,2018,1968,Purna,Yeldari,Earthfill,51.2,4232,NA,934310.00,101540,809660.00,Irrigation & Hydroelectricity,10477,NA,0.93431,0.80966,19.714363,76.71221,High drought risk
Yeldari Reservoir,Parbhani - High drought risk,Parbhani,GODAVARI,2018-07-01,0,7,1,2018,1968,Purna,Yeldari,Earthfill,51.2,4232,NA,934310.00,101540,809660.00,Irrigation & Hydroelectricity,10477,NA,0.93431,0.80966,19.714363,76.71221,High drought risk
Yeldari Reservoir,Parbhani - High drought risk,Parbhani,GODAVARI,2018-08-01,0.07,8,1,2018,1968,Purna,Yeldari,Earthfill,51.2,4232,NA,934310.00,101540,809660.00,Irrigation & Hydroelectricity,10477,NA,0.93431,0.80966,19.714363,76.71221,High drought risk
Yeldari Reservoir,Parbhani - High drought risk,Parbhani,GODAVARI,2018-09-01,0.08,9,1,2018,1968,Purna,Yeldari,Earthfill,51.2,4232,NA,934310.00,101540,809660.00,Irrigation & Hydroelectricity,10477,NA,0.93431,0.80966,19.714363,76.71221,High drought risk
Yeldari Reservoir,Parbhani - High drought risk,Parbhani,GODAVARI,2018-10-01,0.07,10,1,2018,1968,Purna,Yeldari,Earthfill,51.2,4232,NA,934310.00,101540,809660.00,Irrigation & Hydroelectricity,10477,NA,0.93431,0.80966,19.714363,76.71221,High drought risk
Yeldari Reservoir,Parbhani - High drought risk,Parbhani,GODAVARI,2018-11-01,0.07,11,1,2018,1968,Purna,Yeldari,Earthfill,51.2,4232,NA,934310.00,101540,809660.00,Irrigation & Hydroelectricity,10477,NA,0.93431,0.80966,19.714363,76.71221,High drought risk
Yeldari Reservoir,Parbhani - High drought risk,Parbhani,GODAVARI,2018-12-01,0.06,12,1,2018,1968,Purna,Yeldari,Earthfill,51.2,4232,NA,934310.00,101540,809660.00,Irrigation & Hydroelectricity,10477,NA,0.93431,0.80966,19.714363,76.71221,High drought risk
Mula Reservoir,Nagpur - Low drought risk,Nagpur,GODAVARI,2018-01-01,0.46,1,1,2018,1972,Mula,"Ahmadnagar, Rahuri",EarthfillGravity,48.17,2856,7594,736320.00,53600,608890.00,Irrigation,5947,NA,0.73632,0.60889,19.339931,74.609622,Low drought risk
Mula Reservoir,Nagpur - Low drought risk,Nagpur,GODAVARI,2018-02-01,0.43,2,1,2018,1972,Mula,"Ahmadnagar, Rahuri",EarthfillGravity,48.17,2856,7594,736320.00,53600,608890.00,Irrigation,5947,NA,0.73632,0.60889,19.339931,74.609622,Low drought risk
Mula Reservoir,Nagpur - Low drought risk,Nagpur,GODAVARI,2018-03-01,0.28,3,1,2018,1972,Mula,"Ahmadnagar, Rahuri",EarthfillGravity,48.17,2856,7594,736320.00,53600,608890.00,Irrigation,5947,NA,0.73632,0.60889,19.339931,74.609622,Low drought risk
Mula Reservoir,Nagpur - Low drought risk,Nagpur,GODAVARI,2018-04-01,0.19,4,1,2018,1972,Mula,"Ahmadnagar, Rahuri",EarthfillGravity,48.17,2856,7594,736320.00,53600,608890.00,Irrigation,5947,NA,0.73632,0.60889,19.339931,74.609622,Low drought risk
Mula Reservoir,Nagpur - Low drought risk,Nagpur,GODAVARI,2018-05-01,0.19,5,1,2018,1972,Mula,"Ahmadnagar, Rahuri",EarthfillGravity,48.17,2856,7594,736320.00,53600,608890.00,Irrigation,5947,NA,0.73632,0.60889,19.339931,74.609622,Low drought risk
Mula Reservoir,Nagpur - Low drought risk,Nagpur,GODAVARI,2018-06-01,0.01,6,1,2018,1972,Mula,"Ahmadnagar, Rahuri",EarthfillGravity,48.17,2856,7594,736320.00,53600,608890.00,Irrigation,5947,NA,0.73632,0.60889,19.339931,74.609622,Low drought risk
