CRASH_ID,SER_NO,CRASH_DT,CRASH_MO_NO,CRASH_DAY_NO,CRASH_YR_NO,CRASH_WK_DAY_CD,CRASH_HR_NO,CRASH_HR_SHORT_DESC,CNTY_ID,CNTY_NM,CITY_SECT_ID,CITY_SECT_NM,URB_AREA_CD,URB_AREA_SHORT_NM,FC_CD,FC_SHORT_DESC,NHS_FLG,HWY_NO,HWY_SFX_NO,HWY_MED_NM,RDWY_NO,HWY_COMPNT_CD,HWY_COMPNT_SHORT_DESC,MLGE_TYP_CD,MLGE_TYP_SHORT_DESC,RD_CON_NO,LRS_VAL,LAT_DEG_NO,LAT_MINUTE_NO,LAT_SEC_NO,LONGTD_DEG_NO,LONGTD_MINUTE_NO,LONGTD_SEC_NO,LAT_DD,LONGTD_DD,SPECL_JRSDCT_ID,SPECL_JRSDCT_SHORT_DESC,JRSDCT_GRP_CD,JRSDCT_GRP_LONG_DESC,AGY_ST_NO,ST_FULL_NM,RECRE_RD_NM,ISECT_AGY_ST_NO,ISECT_ST_FULL_NM,ISECT_RECRE_RD_NM,ISECT_SEQ_NO,FROM_ISECT_DSTNC_QTY,CMPSS_DIR_CD,MP_NO,POST_SPEED_LMT_VAL,RD_CHAR_CD,RD_CHAR_SHORT_DESC,OFF_RDWY_FLG,ISECT_TYP_CD,ISECT_TYP_SHORT_DESC,ISECT_REL_FLG,RNDABT_FLG,DRVWY_REL_FLG,LN_QTY,TURNG_LEG_QTY,MEDN_TYP_CD,MEDN_TYP_SHORT_DESC,IMPCT_LOC_CD,CRASH_TYP_CD,CRASH_TYP_SHORT_DESC,COLLIS_TYP_CD,COLLIS_TYP_SHORT_DESC,CRASH_SVRTY_CD,CRASH_SVRTY_SHORT_DESC,WTHR_COND_CD,WTHR_COND_SHORT_DESC,RD_SURF_COND_CD,RD_SURF_SHORT_DESC,LGT_COND_CD,LGT_COND_SHORT_DESC,TRAF_CNTL_DEVICE_CD,TRAF_CNTL_DEVICE_SHORT_DESC,TRAF_CNTL_FUNC_FLG,INVSTG_AGY_CD,INVSTG_AGY_SHORT_DESC,CRASH_EVNT_1_CD,CRASH_EVNT_1_SHORT_DESC,CRASH_EVNT_2_CD,CRASH_EVNT_2_SHORT_DESC,CRASH_EVNT_3_CD,CRASH_EVNT_3_SHORT_DESC,CRASH_CAUSE_1_CD,CRASH_CAUSE_1_SHORT_DESC,CRASH_CAUSE_2_CD,CRASH_CAUSE_2_SHORT_DESC,CRASH_CAUSE_3_CD,CRASH_CAUSE_3_SHORT_DESC,SCHL_ZONE_IND,WRK_ZONE_IND,ALCHL_INVLV_FLG,DRUG_INVLV_FLG,MJ_INVLV_FLG,CRASH_SPEED_INVLV_FLG,CRASH_HIT_RUN_FLG,POP_RNG_CD,POP_RNG_MED_DESC,RD_CNTL_CD,RD_CNTL_MED_DESC,RTE_TYP_CD,RTE_ID,RTE_NM,REG_ID,DIST_ID,SEG_MRK_ID,SEG_PT_LRS_MEAS,UNLOCT_FLG,CRASH_LAST_UD_DT,TOT_VHCL_CNT,TOT_FATAL_CNT,TOT_INJ_LVL_A_CNT,TOT_INJ_LVL_B_CNT,TOT_INJ_LVL_C_CNT,TOT_INJ_CNT,TOT_UNINJD_AGE00_04_CNT,TOT_UNINJD_PER_CNT,TOT_PED_CNT,TOT_PED_FATAL_CNT,TOT_PED_INJ_LVL_A_CNT,TOT_PED_INJ_CNT,TOT_PEDCYCL_CNT,TOT_PEDCYCL_FATAL_CNT,TOT_PEDCYCL_INJ_LVL_A_CNT,TOT_PEDCYCL_INJ_CNT,TOT_UNKNWN_CNT,TOT_UNKNWN_FATAL_CNT,TOT_UNKNWN_INJ_CNT,TOT_OCCUP_CNT,TOT_PER_INVLV_CNT,TOT_SFTY_EQUIP_USED_QTY,TOT_SFTY_EQUIP_UNUSED_QTY,TOT_SFTY_EQUIP_USE_UNKNWN_QTY,TOT_PSNGR_VHCL_OCC_UNRESTRND_FATAL_CNT,TOT_MCYCLST_FATAL_CNT,TOT_MCYCLST_INJ_LVL_A_CNT,TOT_MCYCLST_INJ_CNT,TOT_MCYCLST_UNHELMTD_FATAL_CNT,TOT_ALCHL_IMPAIRED_DRVR_INV_FATAL_CNT,TOT_DRVR_AGE_01_20_CNT,LANE_RDWY_DPRT_CRASH_FLG
1783151,02577,03/30/18 00:00:00,03,30,2018,6,22,10P,26,Multnomah,245,Portland SE,57,PORTLAND UA,11,U INTRST,1,001,NA,PACIFIC,2,0,MN,0,R,NA,000100200S00,45,30,39.21,-122,40,0.23,45.510891666666,-122.66673055555466,NA,NA,NA,NA,00302,PACIFIC HY I-5,NA,09460,NB EXTO BANFIELD C1,NA,1,NA,5,300.640015,50,3,STRGHT,0,NA,NA,0,0,0,6,NA,1,RSDMD,04,C,S-STRGHT,5,SS-O,4,INJ,1,CLR,1,DRY,3,DARK,017,MEDIAN BAR,1,0,NONE,NA,NA,NA,NA,NA,NA,13,IMP LN C,NA,NA,NA,NA,NA,NA,0,0,0,0,0,9,"Over 200,000",2,PORTLAND HWY SYSTEM,IS,5,I-5,1,02B,293_3024,NA,0,10/30/19 17:21:04,2,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,2,0,0,0,0,0,0,1,N
1783152,03391,04/24/18 00:00:00,04,24,2018,3,08,8A,26,Multnomah,245,Portland SE,57,PORTLAND UA,14,U PR-ART,1,068,NA,CASCADE HWY NORTH,1,0,MN,0,R,NA,006800100S00,45,28,56,-122,34,44.24,45.482222222221665,-122.57895555555467,NA,NA,NA,NA,05082,SE 82ND AVE,NA,00710,SE ELLIS ST,NA,1,NA,5,5.80999994,35,3,STRGHT,0,NA,NA,1,0,0,4,NA,0,NONE,06,E,S-1STOP,3,REAR,4,INJ,1,CLR,1,DRY,1,DAY,099,UNKNOWN,1,0,NONE,NA,NA,NA,NA,NA,NA,29,F AVOID,NA,NA,NA,NA,NA,NA,0,0,0,0,0,9,"Over 200,000",2,PORTLAND HWY SYSTEM,OR,213,OR 213,1,02B,293_19756,NA,0,10/30/19 17:21:04,2,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,N
1783189,02581,03/30/18 00:00:00,03,30,2018,6,18,6P,26,Multnomah,245,Portland SE,57,PORTLAND UA,16,U MN-ART,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,31,5.96,-122,34,8.84,45.51832222222167,-122.56912222222167,NA,NA,NA,NA,02612,SE WASHINGTON ST,NA,05092,SE 92ND AVE,NA,1,0,9,NA,NA,1,INTER,0,1,CROSS,0,0,0,NA,0,NA,NA,03,B,ANGL-OTH,1,ANGL,4,INJ,1,CLR,1,DRY,1,DAY,001,TRF SIGNAL,1,0,NONE,NA,NA,NA,NA,NA,NA,02,NO-YIELD,04,DIS SIG,NA,NA,NA,NA,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,NA,NA,NA,1,02B,58_184553,NA,0,10/30/19 17:21:04,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,N
1783195,02583,03/30/18 00:00:00,03,30,2018,6,02,2A,26,Multnomah,245,Portland SE,57,PORTLAND UA,14,U PR-ART,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,30,16.53,-122,29,4.83,45.504591666666,-122.48467499999933,NA,NA,NA,NA,00614,SE DIVISION ST,NA,05174,SE 174TH AVE,NA,1,0,9,NA,NA,1,INTER,0,1,CROSS,0,0,0,NA,0,NA,NA,03,H,O-1 L-TURN,6,TURN,4,INJ,1,CLR,1,DRY,2,DLIT,001,TRF SIGNAL,1,0,NONE,NA,NA,NA,NA,NA,NA,02,NO-YIELD,NA,NA,NA,NA,NA,NA,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,NA,NA,NA,1,02B,58_197775,NA,0,10/30/19 17:21:04,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,N
1783196,03416,04/17/18 00:00:00,04,17,2018,3,17,5P,26,Multnomah,245,Portland SE,57,PORTLAND UA,14,U PR-ART,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,30,49.2,-122,39,42.54,45.513666666666,-122.661816666666,NA,NA,NA,NA,01515,SE MAIN ST,NA,02402,SE MLK/UNION,NA,1,0,9,NA,NA,1,INTER,0,1,CROSS,0,0,0,NA,0,NA,NA,02,3,PED,0,PED,4,INJ,2,CLD,1,DRY,1,DAY,004,STOP SIGN,1,3,CITY,113,S CAR ROW,NA,NA,NA,NA,18,IN RDWY,19,NT VISBL,NA,NA,0,0,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,NA,NA,NA,1,02B,58_139753,NA,0,10/30/19 17:21:04,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,N
1783199,93416,04/17/18 00:00:00,04,17,2018,3,17,5P,26,Multnomah,245,Portland SE,57,PORTLAND UA,16,U MN-ART,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,29,7.63,-122,35,10.11,45.48545277777733,-122.58614166666634,NA,NA,NA,NA,00824,SE FOSTER RD,NA,05075,SE 75TH AVE,NA,1,0,9,NA,NA,1,INTER,0,3,3-LEG,0,0,0,NA,0,NA,NA,01,B,ANGL-OTH,6,TURN,4,INJ,1,CLR,1,DRY,1,DAY,004,STOP SIGN,1,0,NONE,NA,NA,NA,NA,NA,NA,02,NO-YIELD,00,NO CODE,NA,NA,NA,NA,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,NA,NA,NA,1,02B,58_125617,NA,0,10/30/19 17:21:04,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,N
1783216,02588,03/30/18 00:00:00,03,30,2018,6,22,10P,26,Multnomah,245,Portland SE,57,PORTLAND UA,17,U MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,30,49,-122,38,43.98,45.513611111111,-122.64554999999933,NA,NA,NA,NA,01515,SE MAIN ST,NA,05020,SE 20TH AVE,NA,1,0,9,NA,NA,1,INTER,0,1,CROSS,0,0,0,NA,0,NA,NA,02,D,S-1TURN,6,TURN,4,INJ,1,CLR,1,DRY,2,DLIT,099,UNKNOWN,1,5,NO RPT,NA,NA,NA,NA,NA,NA,02,NO-YIELD,08,IMP-TURN,NA,NA,NA,NA,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,NA,NA,NA,1,02B,58_117178,NA,0,10/30/19 17:21:04,2,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,1,0,0,0,0,0,0,0,N
1783222,03419,04/17/18 00:00:00,04,17,2018,3,11,11A,26,Multnomah,245,Portland SE,57,PORTLAND UA,14,U PR-ART,1,068,NA,CASCADE HWY NORTH,1,0,MN,0,R,NA,006800100S00,45,31,20.92,-122,34,44.59,45.52247777777767,-122.57905277777766,NA,NA,NA,NA,05082,SE 82ND AVE,NA,00283,E BURNSIDE ST,NA,1,NA,5,3.01999998,35,2,ALLEY,0,NA,NA,0,0,0,4,NA,0,NONE,06,B,ANGL-OTH,6,TURN,4,INJ,1,CLR,1,DRY,1,DAY,099,UNKNOWN,1,0,NONE,NA,NA,NA,NA,NA,NA,02,NO-YIELD,NA,NA,NA,NA,NA,NA,0,0,0,0,0,9,"Over 200,000",2,PORTLAND HWY SYSTEM,OR,213,OR 213,1,02B,293_20451,NA,0,10/30/19 17:21:04,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,N
1783244,03425,04/20/18 00:00:00,04,20,2018,6,19,7P,26,Multnomah,245,Portland SE,57,PORTLAND UA,14,U PR-ART,1,068,NA,CASCADE HWY NORTH,1,0,MN,0,R,NA,006800100S00,45,29,52.18,-122,34,43.35,45.49782777777733,-122.57870833333267,NA,NA,NA,NA,05082,SE 82ND AVE,NA,00828,SE FRANKLIN ST,NA,1,NA,5,4.71999979,35,3,STRGHT,0,NA,NA,0,0,0,5,NA,0,NONE,05,E,S-1STOP,3,REAR,4,INJ,1,CLR,1,DRY,5,DUSK,022,L-GRN-SIG,1,3,CITY,NA,NA,NA,NA,NA,NA,29,F AVOID,NA,NA,NA,NA,0,0,0,0,0,0,1,9,"Over 200,000",2,PORTLAND HWY SYSTEM,OR,213,OR 213,1,02B,293_19012,NA,0,10/30/19 17:21:04,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,1,0,0,0,0,0,0,0,N
1783282,02606,03/31/18 00:00:00,03,31,2018,7,17,5P,26,Multnomah,245,Portland SE,57,PORTLAND UA,17,U MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,30,51.49,-122,38,5.22,45.514302777777,-122.63478333333333,NA,NA,NA,NA,02205,SE SALMON ST,NA,05030,SE 30TH AVE,NA,1,0,5,NA,NA,1,INTER,1,1,CROSS,0,0,0,NA,0,NA,NA,06,3,PED,0,PED,4,INJ,1,CLR,1,DRY,1,DAY,099,UNKNOWN,1,3,CITY,NA,NA,NA,NA,NA,NA,10,OTHR-IMP,NA,NA,NA,NA,0,0,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,NA,NA,NA,1,02B,58_116795,NA,0,10/30/19 17:21:04,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,N
1783315,02613,03/31/18 00:00:00,03,31,2018,7,15,3P,26,Multnomah,245,Portland SE,57,PORTLAND UA,16,U MN-ART,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,31,8.96,-122,30,38.55,45.51915555555467,-122.510708333333,NA,NA,NA,NA,02259,SE STARK ST,NA,05148,SE 148TH AVE,NA,1,0,9,NA,NA,1,INTER,0,1,CROSS,0,0,0,NA,0,NA,NA,03,F,S-OTHER,6,TURN,4,INJ,1,CLR,0,UNK,1,DAY,001,TRF SIGNAL,1,0,NONE,NA,NA,NA,NA,NA,NA,08,IMP-TURN,NA,NA,NA,NA,NA,NA,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,NA,NA,NA,1,02B,58_182989,NA,0,10/30/19 17:21:04,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,N
1783328,03434,04/26/18 00:00:00,04,26,2018,5,08,8A,26,Multnomah,245,Portland SE,57,PORTLAND UA,16,U MN-ART,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,30,59.4,-122,39,31.23,45.5165,-122.658675,NA,NA,NA,NA,00226,SE BELMONT ST,NA,05007,SE 7TH AVE,NA,1,0,9,NA,NA,1,INTER,0,1,CROSS,0,0,0,NA,0,NA,NA,04,6,BIKE,6,TURN,4,INJ,1,CLR,1,DRY,1,DAY,001,TRF SIGNAL,1,3,CITY,NA,NA,NA,NA,NA,NA,02,NO-YIELD,NA,NA,NA,NA,0,0,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,NA,NA,NA,1,02B,58_115932,NA,0,10/30/19 17:21:04,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,N
1783340,03438,04/26/18 00:00:00,04,26,2018,5,12,12P,26,Multnomah,245,Portland SE,57,PORTLAND UA,14,U PR-ART,1,026,NA,MT. HOOD,1,0,MN,0,R,NA,002600100S00,45,29,52.6,-122,38,22.63,45.497944444444336,-122.63961944444434,NA,NA,NA,NA,01940,SE POWELL BLVD,NA,05026,SE 26TH AVE,NA,1,NA,1,2.06999993,35,1,INTER,0,1,CROSS,0,0,0,NA,0,NA,NA,06,E,S-1STOP,3,REAR,4,INJ,1,CLR,1,DRY,1,DAY,001,TRF SIGNAL,1,5,NO RPT,NA,NA,NA,NA,NA,NA,29,F AVOID,NA,NA,NA,NA,NA,NA,0,0,0,0,0,9,"Over 200,000",2,PORTLAND HWY SYSTEM,US,26,US 26,1,02B,293_14612,NA,0,10/30/19 17:21:04,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,N
1783357,03444,04/26/18 00:00:00,04,26,2018,5,19,7P,26,Multnomah,245,Portland SE,57,PORTLAND UA,17,U MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,27,52.92,-122,32,52.99,45.4647,-122.54805277777733,NA,NA,NA,NA,01623,SE MT SCOTT BLVD,NA,05112,SE 112TH AVE,NA,1,0,7,NA,NA,1,INTER,0,1,CROSS,0,0,0,NA,0,NA,NA,06,E,S-1STOP,3,REAR,4,INJ,0,UNK,0,UNK,5,DUSK,004,STOP SIGN,1,0,NONE,NA,NA,NA,NA,NA,NA,29,F AVOID,NA,NA,NA,NA,NA,NA,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,NA,NA,NA,1,02C,58_197289,NA,0,10/30/19 17:21:04,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,N
1783378,03457,04/26/18 00:00:00,04,26,2018,5,17,5P,26,Multnomah,245,Portland SE,57,PORTLAND UA,19,U LOCAL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,30,1.02,-122,36,32.51,45.500283333333,-122.609030555555,NA,NA,NA,NA,02326,SE TIBBETTS ST,NA,05052,SE 52ND AVE,NA,1,0,9,NA,NA,1,INTER,0,1,CROSS,0,0,0,NA,0,NA,NA,04,B,ANGL-OTH,1,ANGL,4,INJ,1,CLR,1,DRY,1,DAY,004,STOP SIGN,1,0,NONE,NA,NA,NA,NA,NA,NA,02,NO-YIELD,NA,NA,NA,NA,NA,NA,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,NA,NA,NA,1,02B,58_121445,NA,0,10/30/19 17:21:04,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,N
1783395,02621,03/27/18 00:00:00,03,27,2018,3,15,3P,26,Multnomah,245,Portland SE,57,PORTLAND UA,16,U MN-ART,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,29,41.05,-122,36,25.8,45.494736111110335,-122.607166666666,NA,NA,NA,NA,00824,SE FOSTER RD,NA,05054,SE 54TH AVE,NA,1,0,9,NA,35,1,INTER,0,6,6-LEG,0,0,0,NA,0,NA,NA,04,B,ANGL-OTH,6,TURN,4,INJ,2,CLD,1,DRY,1,DAY,004,STOP SIGN,1,3,CITY,087,FIRE/EXP,NA,NA,NA,NA,02,NO-YIELD,03,PAS-STOP,33,RECKLESS,0,0,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,NA,NA,NA,1,02B,58_122912,NA,0,10/30/19 17:21:04,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,1,N
1783406,02624,03/26/18 00:00:00,03,26,2018,2,16,4P,26,Multnomah,245,Portland SE,57,PORTLAND UA,14,U PR-ART,1,026,NA,MT. HOOD,1,0,MN,0,R,NA,002600100S00,45,29,50,-122,31,59.34,45.49722222222133,-122.53314999999967,NA,NA,NA,NA,00114,SE 127TH PL,NA,01940,SE POWELL BLVD,NA,1,NA,3,7.44000006,35,1,INTER,0,3,3-LEG,0,0,0,NA,0,NA,NA,06,E,S-1STOP,3,REAR,4,INJ,2,CLD,1,DRY,1,DAY,099,UNKNOWN,1,3,CITY,NA,NA,NA,NA,NA,NA,29,F AVOID,NA,NA,NA,NA,NA,NA,0,0,0,0,1,9,"Over 200,000",2,PORTLAND HWY SYSTEM,US,26,US 26,1,02B,293_17370,NA,0,10/30/19 17:21:04,2,0,0,2,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,7,7,5,0,2,0,0,0,0,0,0,0,N
1783408,03462,04/26/18 00:00:00,04,26,2018,5,17,5P,26,Multnomah,245,Portland SE,57,PORTLAND UA,14,U PR-ART,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,30,44.07,-122,39,38.77,45.512241666666,-122.660769444444,NA,NA,NA,NA,00929,SE GRAND AVE,NA,01028,SE HAWTHORNE BLVD,NA,1,0,1,NA,NA,1,INTER,0,1,CROSS,0,0,0,NA,0,NA,NA,05,E,S-1STOP,3,REAR,5,PDO,1,CLR,1,DRY,1,DAY,001,TRF SIGNAL,1,0,NONE,NA,NA,NA,NA,NA,NA,29,F AVOID,NA,NA,NA,NA,NA,NA,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,NA,NA,NA,1,02B,58_199078,NA,0,10/30/19 17:21:04,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,N
1783415,03465,04/26/18 00:00:00,04,26,2018,5,01,1A,26,Multnomah,245,Portland SE,57,PORTLAND UA,19,U LOCAL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,31,19.7,-122,38,16.07,45.52213888888867,-122.63779722222134,NA,NA,NA,NA,00124,SE ANKENY ST,NA,05028,SE 28TH AVE,NA,1,113,7,NA,NA,2,ALLEY,1,NA,NA,0,0,0,2,NA,0,NONE,07,8,FIX OBJ,9,FIX,4,INJ,1,CLR,1,DRY,2,DLIT,099,UNKNOWN,1,3,CITY,091,BUILDING,NA,NA,NA,NA,08,IMP-TURN,NA,NA,NA,NA,NA,NA,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,NA,NA,NA,1,02B,58_114620,NA,0,10/30/19 17:21:04,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Y
1783422,02628,03/26/18 00:00:00,03,26,2018,2,15,3P,26,Multnomah,245,Portland SE,57,PORTLAND UA,11,U INTRST,1,001,NA,PACIFIC,1,6,CN,0,R,5,0001VK100S00,45,31,13.82,-122,39,55.02,45.520505555554664,-122.665283333333,NA,NA,NA,NA,09503,EB EF MORRISN BR C5,NA,09460,NB EXTO BANFIELD C1,NA,1,NA,4,301.339996,NA,3,STRGHT,0,NA,NA,0,0,0,1,NA,1,RSDMD,03,E,S-1STOP,3,REAR,4,INJ,1,CLR,1,DRY,1,DAY,037,RAMP METER,1,3,CITY,NA,NA,NA,NA,NA,NA,29,F AVOID,NA,NA,NA,NA,0,0,0,0,0,0,1,9,"Over 200,000",2,PORTLAND HWY SYSTEM,IS,5,I-5,1,02B,293_3662,NA,0,10/30/19 17:21:04,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,N
1783426,03468,04/25/18 00:00:00,04,25,2018,4,20,8P,26,Multnomah,245,Portland SE,57,PORTLAND UA,14,U PR-ART,1,026,NA,MT. HOOD,1,0,MN,0,R,NA,002600100S00,45,29,49.1,-122,32,27.97,45.49697222222133,-122.54110277777734,NA,NA,NA,NA,01940,SE POWELL BLVD,NA,05119,SE 119TH AVE,NA,1,NA,7,7.03999996,35,3,STRGHT,0,NA,NA,0,0,0,2,NA,0,NONE,03,C,S-STRGHT,5,SS-O,4,INJ,1,CLR,1,DRY,2,DLIT,099,UNKNOWN,1,5,NO RPT,010,SUB OTRN,NA,NA,NA,NA,32,CARELESS,06,IMP-OVER,NA,NA,0,0,0,0,0,0,0,9,"Over 200,000",2,PORTLAND HWY SYSTEM,US,26,US 26,1,02B,293_3639,NA,0,10/30/19 17:21:04,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,1,0,0,0,N
1783444,03469,04/25/18 00:00:00,04,25,2018,4,17,5P,26,Multnomah,245,Portland SE,57,PORTLAND UA,19,U LOCAL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,30,9.66,-122,38,44.29,45.502683333333,-122.64563611111033,NA,NA,NA,NA,02303,SE TAGGART ST,NA,05020,SE 20TH AVE,NA,1,0,9,NA,NA,1,INTER,0,1,CROSS,0,0,0,NA,0,NA,NA,02,B,ANGL-OTH,1,ANGL,4,INJ,1,CLR,1,DRY,1,DAY,004,STOP SIGN,1,3,CITY,062,TREE,NA,NA,NA,NA,32,CARELESS,03,PAS-STOP,NA,NA,0,0,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,NA,NA,NA,1,02B,58_120064,NA,0,10/30/19 17:21:04,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,N
1783449,03470,04/25/18 00:00:00,04,25,2018,4,16,4P,26,Multnomah,245,Portland SE,57,PORTLAND UA,14,U PR-ART,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,30,38.93,-122,39,42.62,45.510813888888,-122.661838888888,NA,NA,NA,NA,01528,SE MARKET ST,NA,02402,SE MLK/UNION,NA,1,0,1,NA,NA,1,INTER,0,1,CROSS,0,0,0,NA,0,NA,NA,05,C,S-STRGHT,5,SS-O,4,INJ,1,CLR,1,DRY,1,DAY,004,STOP SIGN,1,0,NONE,NA,NA,NA,NA,NA,NA,13,IMP LN C,NA,NA,NA,NA,NA,NA,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,NA,NA,NA,1,02B,58_140069,NA,0,10/30/19 17:21:04,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,N
1783453,02751,03/30/18 00:00:00,03,30,2018,6,05,5A,26,Multnomah,245,Portland SE,57,PORTLAND UA,14,U PR-ART,1,026,NA,MT. HOOD,1,0,MN,0,R,NA,002600100S00,45,29,47.49,-122,30,17.11,45.49652499999933,-122.504752777777,NA,NA,NA,NA,01940,SE POWELL BLVD,NA,05154,SE 154TH AVE,NA,1,NA,9,8.8500003800000009,35,1,INTER,0,3,3-LEG,0,0,0,NA,0,NA,NA,02,G,O-STRGHT,4,SS-M,4,INJ,1,CLR,1,DRY,2,DLIT,099,UNKNOWN,1,3,CITY,NA,NA,NA,NA,NA,NA,17,ILLNESS,15,WRNG WAY,NA,NA,0,0,0,0,0,0,0,9,"Over 200,000",2,PORTLAND HWY SYSTEM,US,26,US 26,1,02B,293_16248,NA,0,10/30/19 17:21:04,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,N
1783496,02770,03/19/18 00:00:00,03,19,2018,2,18,6P,26,Multnomah,245,Portland SE,57,PORTLAND UA,14,U PR-ART,1,026,NA,MT. HOOD,1,0,MN,0,R,NA,002600100S00,45,29,50.33,-122,38,8.02,45.497313888888335,-122.63556111111033,NA,NA,NA,NA,01940,SE POWELL BLVD,NA,05029,SE 29TH AVE,NA,1,NA,4,2.26999998,35,1,INTER,0,1,CROSS,0,0,0,NA,0,NA,NA,06,E,S-1STOP,3,REAR,4,INJ,1,CLR,1,DRY,1,DAY,001,TRF SIGNAL,1,5,NO RPT,NA,NA,NA,NA,NA,NA,29,F AVOID,NA,NA,NA,NA,NA,NA,0,0,0,0,0,9,"Over 200,000",2,PORTLAND HWY SYSTEM,US,26,US 26,1,02B,293_13691,NA,0,10/30/19 17:21:04,2,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,1,0,0,0,0,0,0,0,N
